"sender_destid","sender_name","receiver_destid","receiver_name","use_type","environments","notes"
"pw","Palau - PI","gu","Guam - PI","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","de","Delaware","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","ct","Connecticut","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","ky","Kentucky","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","ph","Pennsylvania - Philadelphia","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","ar","Arkansas","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","ok","Oklahoma","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","co","Colorado","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","nv","Nevada","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","ks","Kansas","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","nm","New Mexico","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","mo","Missouri","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","dc","District of Columbia","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","nj","New Jersey","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","nyc","New York City - New York State","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","oh","Ohio","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","pr","Puerto Rico","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","vi","Virgin Islands U.S.","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","va_s","Virginia (IIS)","PUBLIC_HEALTH","production|onboarding",""
"pa","Pennsylvania","wv","West Virginia","PUBLIC_HEALTH","production|onboarding",""
"ph","Pennsylvania - Philadelphia","nv","Nevada","PUBLIC_HEALTH","production|onboarding",""
"ph","Pennsylvania - Philadelphia","nj","New Jersey","PUBLIC_HEALTH","production|onboarding",""
"ph","Pennsylvania - Philadelphia","de","Delaware","PUBLIC_HEALTH","production|onboarding",""
"ph","Pennsylvania - Philadelphia","ok","Oklahoma","PUBLIC_HEALTH","production|onboarding",""
"ph","Pennsylvania - Philadelphia","ct","Connecticut","PUBLIC_HEALTH","production|onboarding",""
"ph","Pennsylvania - Philadelphia","nyc","New York City - New York State","PUBLIC_HEALTH","production|onboarding",""
"ph","Pennsylvania - Philadelphia","il","Illinois","PUBLIC_HEALTH","production|onboarding",""
"ph","Pennsylvania - Philadelphia","ri","Rhode Island","PUBLIC_HEALTH","production|onboarding",""
"ph","Pennsylvania - Philadelphia","pa","Pennsylvania","PUBLIC_HEALTH","production|onboarding",""
"ph","Pennsylvania - Philadelphia","dc","District of Columbia","PUBLIC_HEALTH","production|onboarding",""
"ph","Pennsylvania - Philadelphia","md","Maryland","PUBLIC_HEALTH","production|onboarding",""
"ph","Pennsylvania - Philadelphia","oh","Ohio","PUBLIC_HEALTH","production|onboarding",""
"ph","Pennsylvania - Philadelphia","pr","Puerto Rico","PUBLIC_HEALTH","production|onboarding",""
"ph","Pennsylvania - Philadelphia","va_s","Virginia (IIS)","PUBLIC_HEALTH","production|onboarding",""
"ph","Pennsylvania - Philadelphia","wv","West Virginia","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","wv","West Virginia","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","wy","Wyoming","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","oh","Ohio","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","in","Indiana","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","tn","Tennessee","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","wa","Washington","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","la","Louisiana","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","ak","Alaska","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","az","Arizona","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","dc","District of Columbia","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","ms","Mississippi","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","sd","South Dakota","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","md","Maryland","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","vi","Virgin Islands U.S.","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","wi","Wisconsin","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","il","Illinois","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","ct","Connecticut","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","nm","New Mexico","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","va_s","Virginia (IIS)","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","ky","Kentucky","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","nj","New Jersey","PUBLIC_HEALTH","production|onboarding",""
"pr","Puerto Rico","ny_vxu","New York State","PUBLIC_HEALTH","production|onboarding",""
"ri","Rhode Island","ct","Connecticut","PUBLIC_HEALTH","production|onboarding",""
"ri","Rhode Island","nj","New Jersey","PUBLIC_HEALTH","production|onboarding",""
"ri","Rhode Island","nyc","New York City - New York State","PUBLIC_HEALTH","production|onboarding",""
"ri","Rhode Island","ky","Kentucky","PUBLIC_HEALTH","production|onboarding",""
"ri","Rhode Island","de","Delaware","PUBLIC_HEALTH","production|onboarding",""
"ri","Rhode Island","mi","Michigan","PUBLIC_HEALTH","production|onboarding",""
"ri","Rhode Island","il","Illinois","PUBLIC_HEALTH","production|onboarding",""
"ri","Rhode Island","fl","Florida","PUBLIC_HEALTH","production|onboarding",""
"ri","Rhode Island","ph","Pennsylvania - Philadelphia","PUBLIC_HEALTH","production|onboarding",""
"sd","South Dakota","wa","Washington","PUBLIC_HEALTH","production|onboarding",""
"sd","South Dakota","ak","Alaska","PUBLIC_HEALTH","production|onboarding",""
"sd","South Dakota","az","Arizona","PUBLIC_HEALTH","production|onboarding",""
"sd","South Dakota","dc","District of Columbia","PUBLIC_HEALTH","production|onboarding",""
"sd","South Dakota","in","Indiana","PUBLIC_HEALTH","production|onboarding",""
"sd","South Dakota","la","Louisiana","PUBLIC_HEALTH","production|onboarding",""
"sd","South Dakota","ms","Mississippi","PUBLIC_HEALTH","production|onboarding",""
"sd","South Dakota","oh","Ohio","PUBLIC_HEALTH","production|onboarding",""
"sd","South Dakota","pr","Puerto Rico","PUBLIC_HEALTH","production|onboarding",""
"sd","South Dakota","wv","West Virginia","PUBLIC_HEALTH","production|onboarding",""
"sd","South Dakota","wy","Wyoming","PUBLIC_HEALTH","production|onboarding",""
"sd","South Dakota","tn","Tennessee","PUBLIC_HEALTH","production|onboarding",""
"sd","South Dakota","nd","North Dakota","PUBLIC_HEALTH","production|onboarding",""
"sd","South Dakota","va_s","Virginia (IIS)","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","in","Indiana","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","wa","Washington","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","dc","District of Columbia","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","pr","Puerto Rico","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","wv","West Virginia","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","ms","Mississippi","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","az","Arizona","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","la","Louisiana","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","oh","Ohio","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","ky","Kentucky","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","fl","Florida","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","il","Illinois","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","mi","Michigan","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","mo","Missouri","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","ak","Alaska","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","sd","South Dakota","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","wy","Wyoming","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","va_s","Virginia (IIS)","PUBLIC_HEALTH","production|onboarding",""
"tn","Tennessee","ar","Arkansas","PUBLIC_HEALTH","production|onboarding",""
"ut","Utah","nv","Nevada","PUBLIC_HEALTH","production|onboarding",""
"ut","Utah","nm","New Mexico","PUBLIC_HEALTH","production|onboarding",""
"ut","Utah","fl","Florida","PUBLIC_HEALTH","production|onboarding",""
"ut","Utah","il","Illinois","PUBLIC_HEALTH","production|onboarding",""
"ut","Utah","mi","Michigan","PUBLIC_HEALTH","production|onboarding",""
"ut","Utah","nj","New Jersey","PUBLIC_HEALTH","production|onboarding",""
"ut","Utah","az","Arizona","PUBLIC_HEALTH","production|onboarding",""
"ut","Utah","co","Colorado","PUBLIC_HEALTH","production|onboarding",""
"ut","Utah","wa","Washington","PUBLIC_HEALTH","production|onboarding",""
"ut","Utah","wy","Wyoming","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","de","Delaware","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","md","Maryland","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","ak","Alaska","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","az","Arizona","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","dc","District of Columbia","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","in","Indiana","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","la","Louisiana","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","ms","Mississippi","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","oh","Ohio","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","pr","Puerto Rico","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","sd","South Dakota","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","tn","Tennessee","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","wa","Washington","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","wv","West Virginia","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","wy","Wyoming","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","ky","Kentucky","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","nj","New Jersey","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","nyc","New York City - New York State","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","pa","Pennsylvania","PUBLIC_HEALTH","production|onboarding",""
"va","Virginia","ph","Pennsylvania - Philadelphia","PUBLIC_HEALTH","production|onboarding",""
"vi","Virgin Islands U.S.","nyc","New York City - New York State","PUBLIC_HEALTH","production|onboarding",""
"vi","Virgin Islands U.S.","fl","Florida","PUBLIC_HEALTH","production|onboarding",""
"vi","Virgin Islands U.S.","pr","Puerto Rico","PUBLIC_HEALTH","production|onboarding",""
"vi","Virgin Islands U.S.","md","Maryland","PUBLIC_HEALTH","production|onboarding",""
"vi","Virgin Islands U.S.","az","Arizona","PUBLIC_HEALTH","production|onboarding",""
"vi","Virgin Islands U.S.","wi","Wisconsin","PUBLIC_HEALTH","production|onboarding",""
"vi","Virgin Islands U.S.","il","Illinois","PUBLIC_HEALTH","production|onboarding",""
"vi","Virgin Islands U.S.","ct","Connecticut","PUBLIC_HEALTH","production|onboarding",""
"vi","Virgin Islands U.S.","nm","New Mexico","PUBLIC_HEALTH","production|onboarding",""
"vi","Virgin Islands U.S.","dc","District of Columbia","PUBLIC_HEALTH","production|onboarding",""
"vi","Virgin Islands U.S.","ky","Kentucky","PUBLIC_HEALTH","production|onboarding",""
"vi","Virgin Islands U.S.","nj","New Jersey","PUBLIC_HEALTH","production|onboarding",""
"vi","Virgin Islands U.S.","oh","Ohio","PUBLIC_HEALTH","production|onboarding",""
"vi","Virgin Islands U.S.","pa","Pennsylvania","PUBLIC_HEALTH","production|onboarding",""
"vi","Virgin Islands U.S.","va_s","Virginia (IIS)","PUBLIC_HEALTH","production|onboarding",""
"vi","Virgin Islands U.S.","wv","West Virginia","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","ak","Alaska","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","wy","Wyoming","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","pr","Puerto Rico","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","la","Louisiana","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","wv","West Virginia","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","oh","Ohio","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","tn","Tennessee","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","in","Indiana","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","dc","District of Columbia","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","az","Arizona","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","ms","Mississippi","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","sd","South Dakota","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","co","Colorado","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","nv","Nevada","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","nm","New Mexico","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","ut","Utah","PUBLIC_HEALTH","production|onboarding",""
"wa","Washington","va_s","Virginia (IIS)","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","wa","Washington","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","wy","Wyoming","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","in","Indiana","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","la","Louisiana","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","oh","Ohio","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","tn","Tennessee","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","dc","District of Columbia","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","pr","Puerto Rico","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","ak","Alaska","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","az","Arizona","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","ms","Mississippi","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","sd","South Dakota","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","va_s","Virginia (IIS)","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","ky","Kentucky","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","nj","New Jersey","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","nyc","New York City - New York State","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","pa","Pennsylvania","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","ph","Pennsylvania - Philadelphia","PUBLIC_HEALTH","production|onboarding",""
"wv","West Virginia","vi","Virgin Islands U.S.","PUBLIC_HEALTH","production|onboarding",""
"wi","Wisconsin","nj","New Jersey","PUBLIC_HEALTH","production|onboarding",""
"wi","Wisconsin","pr","Puerto Rico","PUBLIC_HEALTH","production|onboarding",""
"wi","Wisconsin","md","Maryland","PUBLIC_HEALTH","production|onboarding",""
"wi","Wisconsin","az","Arizona","PUBLIC_HEALTH","production|onboarding",""
"wi","Wisconsin","vi","Virgin Islands U.S.","PUBLIC_HEALTH","production|onboarding",""
"wi","Wisconsin","il","Illinois","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","wv","West Virginia","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","la","Louisiana","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","oh","Ohio","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","in","Indiana","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","wa","Washington","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","dc","District of Columbia","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","pr","Puerto Rico","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","ak","Alaska","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","az","Arizona","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","sd","South Dakota","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","ms","Mississippi","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","tn","Tennessee","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","co","Colorado","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","nv","Nevada","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","nm","New Mexico","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","ut","Utah","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","va_s","Virginia (IIS)","PUBLIC_HEALTH","production|onboarding",""
"wy","Wyoming","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"ak","Alaska","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"ut","Utah","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"nj","New Jersey","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"nd","North Dakota","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"mo","Missouri","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"sd","South Dakota","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"mi","Michigan","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"wa","Washington","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"wv","West Virginia","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"pr","Puerto Rico","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"ms","Mississippi","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"tn","Tennessee","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"oh","Ohio","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"az","Arizona","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"la","Louisiana","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"in","Indiana","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"dc","District of Columbia","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"va","Virginia","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"vi","Virgin Islands U.S.","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"il","Illinois","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"fl","Florida","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"al","Alabama","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"nyc","New York City - New York State","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"ri","Rhode Island","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"pa","Pennsylvania","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"ky","Kentucky","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"ks","Kansas","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"ct","Connecticut","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"ar","Arkansas","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"de","Delaware","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"co","Colorado","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"ph","Pennsylvania - Philadelphia","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"ok","Oklahoma","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"nv","Nevada","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"nm","New Mexico","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"mh","Marshall Islands - PI","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"pw","Palau - PI","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"mp","N. Mariana Islands - PI","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"fm","Micronesia - PI","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"gu","Guam - PI","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"as","American Samoa - PI","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"or","Oregon","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"wi","Wisconsin","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"md","Maryland","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting"
"tx","Texas","dex","CDC","PUBLIC_HEALTH","production|onboarding","IIS-to-CDC reporting; Texas sends to CDC only (not to other IIS systems)"
"pr","Puerto Rico","ny_qbp","New York State (QBP)","PUBLIC_HEALTH","onboarding","ny_qbp onboarding-only; mirrors ny_vxu access"
